UID	Basal	Hillock basal	Hillock squamous	Aberrant basal	Deuterosomal	Ciliated-TB	Ciliated-Bronch	Ciliated-axon	Club-TB	Club-nasal	Club-Bronch	Goblet	Goblet-nasal	Tuft	Ionocyte	PNEC	SMG Basal	SMG Duct	MEC	Mucous	Serous	Serous-nasal	RASC	AT1	AT2-AT1 int.	AT2	AT2-prolif	AdvFB	PBFB	SPFB	IntFB	AF	iALF	LipoFB1	SCMF	ADM	cADM	ASMC	VSMC	cVSMC	LSMC	Pericyte	Chondrocyte	PC-prog	Mesothelial	PAEC	PArEC	SAEC	PCEC	CAP1	CAP1-int	CAP2	CAP2-int	PVEC	SVEC	SVEC-act	LEC	LEC-cycling	CD4 T	Treg	CD8 T	T-prolif	iNKT	NK	ILC1	B-lineage	B	Plasma	AM	AM-lipid	MT+ AM	AM-prolif	IM	tMDM	iMON	pMON	cDC1	maDC	Langerhans	pDC	Neutrophil	Mast	HSC	Megakaryocyte	Erythrocyte	Schwann
AC084816.1	4.031	3.1	0.6399	0.2112	2.26	2.054	1.118	1.167	0.07476	3.626	1.106	1.375	1.344	1.515	1.527	4.997	0.2529	0.1742	0.5489	0.3126	0.01211	0.008828	0.05812	0.07686	0.1069	0.05728	0.04644	0.08298	0.03381	0.02585	0.137	0.06194	0.02351	0.009243	0.1315	0.05516	0.02505	0.2947	0.2161	0.3051	0.1324	0.05839	0.1882	0.5545	0.02432	0.03911	0.005752	0.08082	0.008776	0.06711	0.06433	0.03518	0.01513	0.02969	0.02881	0.04092	0.1036	0.1172	0.03449	0.0885	0.06448	0.02051	0.1585	0.139	0.04798	0.05092	0.1166	0.001615	0.01306	0.01166	0.03928	0.06674	0.08593	0.04011	0.01467	0.008544	0.01719	0.1787	1.157	0.2008	0.1572	0.05189	0.07525	0.0	0.052	0.07761
GCLC	5.416	4.958	2.751	1.786	2.561	3.771	3.608	3.529	1.298	4.686	2.289	2.855	3.066	3.146	3.307	1.575	0.2529	1.171	2.117	0.8714	0.06684	0.06493	0.805	0.3112	0.3929	0.0	0.1114	0.793	1.025	1.2	1.415	1.371	1.511	1.677	1.327	1.108	1.049	0.5109	0.9141	0.8052	0.6421	0.7882	0.08671	1.018	0.8128	1.009	0.7165	1.039	1.106	0.7642	1.013	0.9047	1.111	1.144	0.9009	1.105	1.061	1.276	1.18	1.389	1.422	1.022	1.5	1.582	1.334	1.08	0.977	0.06786	0.982	1.1	1.792	1.279	1.663	1.736	0.699	1.126	1.362	1.1	2.384	1.449	0.1271	0.8816	2.651	0.0	2.295	0.6686
IRF6	3.466	3.342	2.755	2.073	1.846	2.25	2.63	2.291	1.137	2.966	1.321	1.943	1.574	2.479	1.907	1.029	1.954	1.402	2.249	1.378	0.2921	0.2288	1.58	1.536	1.475	0.7724	0.9336	0.0	0.0	0.01943	0.0	0.01051	0.0	0.0	0.03707	0.0	0.0	0.05348	0.0	0.0147	0.0	0.0	0.0	0.0	0.01221	0.1299	0.01148	0.02472	0.0	0.0	0.0	0.0	0.005062	0.004991	0.0	0.0	0.08346	0.07147	0.01159	0.0	0.0326	0.02051	0.02079	0.04111	0.0	0.0	0.0	0.0	0.003276	0.005841	0.0	0.012	0.005523	0.005799	0.007352	0.0	0.0	0.03137	0.0	0.02513	0.0	0.102	0.07525	0.0	0.0	0.0
ARNTL2	4.641	4.292	3.24	2.558	2.843	1.774	1.029	1.244	1.074	3.723	2.358	2.964	2.563	2.676	0.7854	0.7271	3.528	1.648	0.6419	0.7358	0.07552	0.08594	1.164	0.4487	2.09	0.392	0.5381	0.1898	0.2506	0.8943	0.07466	0.1596	0.937	0.5295	0.4016	0.5407	0.5814	0.5109	0.404	0.4527	0.1004	0.09232	0.2831	0.1598	1.131	0.9163	0.6881	1.399	0.4076	0.1876	0.2417	0.1304	0.3771	1.257	1.812	1.634	0.8865	1.017	0.1751	0.1556	0.1412	0.5156	0.1205	0.08109	0.1973	0.3845	0.3726	0.08471	0.08284	0.1044	0.7311	1.132	1.1	0.255	1.392	0.5196	1.314	3.756	2.522	0.03753	0.09636	0.2125	1.66	0.1398	0.02623	0.244
NRG1	5.39	4.23	1.595	4.645	0.6642	0.6735	1.215	3.1	0.3173	2.473	0.5397	1.561	0.3326	2.712	1.248	7.477	1.341	1.58	4.061	0.3126	0.0	0.01322	1.692	3.947	3.312	0.5715	1.43	0.01064	0.1718	0.3766	0.1714	0.4339	0.0	0.1745	4.103	2.28	3.799	0.01356	0.2882	0.4309	0.04549	0.8753	0.6816	2.032	0.2577	0.1808	0.0	2.371	0.09372	0.0114	0.1607	0.01182	0.0	2.076	0.09387	0.4981	0.2002	0.6245	0.01159	0.0885	0.0	0.04074	0.0	0.0	0.1541	0.0	0.03993	0.03354	0.0	0.0	0.003615	0.004012	0.06492	0.0	1.586	0.2146	0.1321	0.0	0.04367	0.0	0.7964	0.2426	0.0	0.0	0.0	2.11
SPINK5	2.934	2.253	1.118	0.9908	0.4525	0.326	0.4581	0.5842	2.093	2.073	0.5656	0.6765	1.801	2.195	0.1008	0.06037	0.0	0.1113	0.5246	0.108	0.04195	0.03067	1.504	0.2985	1.419	1.314	1.515	0.1228	0.04491	0.0	0.03781	0.0	0.0	0.0	0.01246	0.0	0.008399	0.0	0.0	0.0	0.0	0.0	0.2553	0.04165	0.0	0.1195	0.1109	0.7922	0.6315	0.1049	0.04851	0.04096	0.07893	1.358	0.7125	0.9343	0.03187	0.0598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05794	0.0	0.0	0.0	0.0506	0.1398	0.0	0.0522
SIX2	1.613	1.621	0.4294	0.01965	0.2536	0.7363	0.2471	0.06961	0.1166	1.361	0.6407	0.3635	0.5355	0.2174	0.6589	0.3129	0.6552	0.2279	0.3146	0.419	0.03306	0.07337	0.01734	0.0	0.03908	0.003765	0.0	0.171	0.02263	0.03224	0.0	0.0	0.01572	0.0	0.0	0.0	0.0	0.05348	0.01222	0.0	0.01151	0.02364	0.03313	0.0	0.1622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL17A1	2.726	1.876	0.4197	2.021	0.1004	0.17	0.06126	0.06961	0.1545	0.6933	0.09212	0.1183	0.1119	1.217	0.195	0.02041	1.104	0.3779	4.131	0.108	0.003037	0.004421	0.101	0.178	0.5687	0.028	0.1506	0.0212	0.05592	0.01943	0.04711	0.02094	0.04664	0.1072	0.02482	0.07308	0.04152	0.0	0.03634	0.0147	0.02292	0.01187	0.0	0.1215	0.5701	0.01689	0.03979	0.07294	0.05611	0.02272	0.01092	0.02355	0.005062	0.02478	0.2365	0.06756	0.04233	0.01216	0.01159	0.03605	0.0	0.06069	0.0	0.0207	0.03216	0.0	0.0	0.004839	0.003276	0.002923	0.003615	0.004012	0.0	0.01733	0.007352	0.01704	0.01719	0.0	0.09992	0.07411	0.03284	0.0348	0.3422	0.0	0.0	0.0
EYA2	5.234	4.5	3.612	2.147	2.991	3.733	3.861	3.938	2.814	4.796	3.082	4.464	3.871	4.825	4.722	0.8462	3.403	3.299	4.171	1.591	2.34	0.9736	2.476	0.0209	0.5741	0.0	0.06707	2.382	0.9388	0.5996	0.1543	0.2861	0.4739	0.395	1.119	2.172	0.8338	0.2265	0.7848	0.4952	0.2243	0.0469	2.996	3.34	0.2054	0.0	0.0	0.0	0.008776	0.0	0.0	0.0	0.0	0.0	0.05238	0.1066	0.02132	0.0	0.0	0.07123	0.01639	0.02051	0.1011	0.0	0.06362	0.0	0.03993	0.2446	0.01306	0.03183	0.1445	0.1775	0.9502	0.2452	0.04356	0.02548	0.0921	0.3378	0.04367	0.01262	0.0	0.0	0.0	0.0	0.1022	1.049
ITGB4	3.953	3.864	3.02	2.846	1.722	2.477	2.21	1.758	1.145	3.112	1.383	1.609	2.147	2.544	1.563	0.2962	2.214	1.953	2.658	1.558	0.6284	0.5463	0.6821	0.8383	0.8798	0.03354	0.3422	0.03168	0.01136	0.006506	0.0	0.04158	0.0	0.0	0.06126	0.0	0.0	0.01356	0.01222	0.0	0.0	0.02364	0.0	0.02097	0.8336	2.512	0.681	1.582	0.8499	0.7975	0.366	0.1941	0.5219	2.783	2.297	2.292	2.391	1.806	0.0	0.0	0.0	0.06069	0.0	0.0	0.0	0.0	0.0	0.003228	0.0	0.0	0.003615	0.01995	0.04361	0.0	0.0	0.0	0.01719	0.0	0.0	0.03753	0.06495	0.0	0.07525	0.0	0.0	2.657
AC106795.3	2.231	1.237	0.1362	0.08638	0.0896	0.1393	0.1022	0.1933	0.08082	1.156	0.2825	0.4616	0.3326	1.301	0.0	2.92	0.0	0.09697	0.1342	0.5267	0.001519	0.01322	0.1332	0.05169	0.06959	0.01873	0.01706	0.09303	0.02263	0.0762	0.0	0.0518	0.0	0.009243	0.07321	0.07308	0.04968	0.09234	0.09495	0.09986	0.03425	0.06979	0.03313	0.04165	0.03633	0.061	0.01148	0.04098	0.07295	0.04509	0.06433	0.09196	0.07893	0.05878	0.05705	0.1194	0.07329	0.09453	0.3767	0.7403	0.1854	0.1565	0.3514	0.1007	0.1394	0.05092	0.5069	0.001615	0.0547	0.06018	0.09795	0.08957	0.04361	0.101	0.01467	0.03388	0.05928	0.06207	0.09992	0.276	0.0	0.2721	0.1925	0.0	0.1266	0.1271
LAMB3	4.366	4.026	3.38	4.969	1.466	1.541	2.084	2.03	1.62	3.17	1.921	2.557	2.769	3.467	0.7236	0.5973	0.6552	1.478	3.413	0.5353	0.001519	0.03499	2.254	3.695	4.0	2.199	2.417	0.09303	0.0	0.04494	0.0	0.0	0.0	0.0	0.04922	0.0	0.0	0.0	0.01222	0.1672	0.1218	0.02364	0.0	0.0	0.2981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02051	0.04129	0.0	0.1394	0.0	0.0	0.0	0.003276	0.0	0.2365	0.1451	0.1866	0.01733	1.008	0.5667	0.5295	0.5035	0.3053	0.0	1.423	0.0348	0.1698	0.0	0.0	0.0
KCNJ16	2.534	1.528	0.01935	0.08638	0.6046	1.479	2.229	2.212	0.1602	0.6887	0.2667	0.7299	0.03288	0.456	0.195	0.02041	0.0	0.09697	0.03473	0.635	0.9855	0.5126	0.1584	0.04661	0.0	0.001884	0.01281	1.249	0.2884	0.0	0.0	0.0313	0.01572	0.0	0.0	0.0	0.0	0.02699	0.0	0.0	0.0	0.01187	0.0	0.08213	0.06006	0.005653	0.0	0.01653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0207	0.0	0.0	0.0	0.0	0.0	0.01745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMPRSS4	4.687	4.813	4.71	2.428	2.755	3.899	3.723	3.425	2.584	4.978	3.387	4.164	4.354	3.767	1.988	0.3617	0.0	1.538	0.1018	1.074	0.004554	0.06069	1.615	0.03124	0.6618	0.04088	0.07116	0.0	0.01136	0.0	0.0	0.0	0.02351	0.0	0.0	0.0	0.0	0.02699	0.02433	0.0	0.0	0.0	0.0	0.0	0.01221	0.005653	0.005752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004841	0.0	0.0	0.0	0.01159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001615	0.0	0.0	0.0	0.004012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06495	0.0	0.0	0.0	0.052	0.0
GPX2	3.264	4.216	3.075	0.6115	0.9657	1.248	0.5854	0.187	0.09586	4.184	0.6958	0.2883	3.124	1.096	0.9566	1.199	0.0	0.1396	0.06865	0.08472	0.003037	0.004421	0.05476	0.05676	0.1069	0.00752	0.07116	0.0	0.03381	0.0	0.08373	0.0313	0.01572	0.04563	0.06126	0.09079	0.04968	0.0	0.01222	0.0579	0.03425	0.0469	0.01113	0.08213	0.0	0.0	0.0	0.02472	0.02617	0.0	0.01092	0.0	0.005062	0.0	0.0	0.0	0.0107	0.02422	0.03449	0.03605	0.0	0.04074	0.0615	0.0207	0.04798	0.1241	0.0	0.0	0.003276	0.0	0.0	0.008013	0.005523	0.01733	0.0	0.0	0.0	0.03137	0.01471	0.0	0.06495	0.0	0.1233	0.0	0.0	0.0522
AC036176.3	1.807	2.078	1.088	0.06762	0.3013	0.2211	0.2226	0.2363	0.06563	2.036	0.1378	0.2764	0.3717	0.7229	0.5202	0.02041	0.0	0.09697	0.1969	0.07291	0.003037	0.004421	0.00696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOOK1	3.374	2.722	1.582	1.777	2.175	2.309	2.451	2.03	1.347	2.51	1.726	1.991	1.92	2.294	2.417	2.747	2.154	1.419	1.196	1.774	0.7391	0.5644	1.971	1.756	2.033	1.555	1.745	0.0	0.02263	0.0	0.0	0.0	0.0	0.0	0.02482	0.0	0.0	0.0	0.01222	0.0147	0.0	0.0	0.0	0.0	1.419	0.0	0.005752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05273	0.0598	0.2553	0.8758	0.04863	0.2288	0.1956	0.1007	0.3325	0.0	0.3882	0.1561	0.0	0.002923	0.0	0.004012	0.0	0.0	0.0	0.0	0.03417	0.0	0.0	0.07411	0.0	0.05189	0.6186	0.0	0.2653	0.0522
AC104126.1	1.81	1.329	0.6931	0.1502	0.1112	0.2542	0.2713	0.4393	0.1284	0.7562	0.4534	0.4616	1.118	0.7826	0.1008	0.1557	0.0	0.2733	0.1969	0.1423	0.01211	0.004421	0.2926	0.05676	0.04677	0.0	0.004284	0.03168	0.0777	0.03224	0.02845	0.0313	0.01572	0.02755	0.0	0.0	0.0	0.01356	0.1513	0.1136	0.04549	0.05839	0.0	0.0	0.1177	0.1907	0.1888	0.3588	0.2573	0.2706	0.2463	0.06951	0.1719	0.1873	0.2283	0.3267	0.1624	0.2969	0.02308	0.0	0.0	0.02051	0.0	0.06124	0.01617	0.02569	0.0	0.008056	0.009805	0.03469	0.003615	0.008013	0.0	0.0901	0.0	0.0	0.0	0.2337	0.08607	0.0	0.0	0.08548	0.02552	0.0	0.02623	0.1026
AQP3	5.772	6.876	6.157	3.655	2.985	4.364	3.448	2.071	2.76	6.823	4.446	3.481	5.567	4.422	4.41	0.9456	2.534	2.866	1.675	3.547	1.001	1.553	3.014	1.925	4.105	3.811	3.814	0.4306	0.1411	1.035	0.009547	0.2152	0.7143	0.0	0.0	0.09079	0.0	0.05348	0.01222	0.0579	0.1324	0.0	0.0	0.0	1.12	0.04462	0.04538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02132	0.0	1.017	1.457	0.4496	1.635	0.2317	0.06124	0.2933	0.0	0.0	0.6059	3.052	3.067	0.5426	0.8496	0.4883	1.62	0.0	0.008544	0.2889	0.1216	0.7363	0.2227	0.0	0.3152	0.09948	0.0	0.3714	0.0
PERP	5.825	5.923	4.942	4.972	4.53	5.143	5.237	3.981	3.535	5.91	4.137	3.906	5.1	4.826	4.862	3.569	3.978	3.712	3.901	4.038	1.049	1.097	3.449	3.383	3.819	2.216	3.178	1.137	0.2602	0.6251	0.0	0.1116	0.0	0.08113	0.1315	0.2251	0.02505	1.482	1.932	1.366	2.167	3.422	0.0	0.02097	3.074	0.02248	0.08396	0.03287	0.0	0.0	0.0	0.1519	0.03011	0.1472	0.7648	0.1194	1.354	1.166	1.133	0.2811	1.06	0.8835	0.5927	0.139	0.5256	0.0	0.0	0.4143	0.003276	0.0	0.007221	0.004012	0.0	0.0	0.0	0.0	0.0	0.06207	0.07207	0.01262	0.03284	0.4242	0.0506	0.0	0.1266	0.02634
AC006972.1	1.555	0.7619	0.3853	0.1049	0.0896	0.3143	0.419	0.7921	0.07172	0.7952	0.05963	0.1513	0.04098	1.081	0.0	0.1183	0.0	0.05302	0.1342	0.06101	0.0	0.0	0.00696	0.01049	0.01576	0.003765	0.004284	0.01064	0.08846	0.0	0.0	0.0	0.0	0.0	0.02482	0.037	0.03331	0.0	0.01222	0.0147	0.01151	0.0	0.03313	0.06203	0.0	0.0	0.0	0.008289	0.004395	0.0114	0.01635	0.005923	0.01011	0.01492	0.009667	0.02741	0.0107	0.01216	0.0	0.01814	0.0	0.0	0.04129	0.0	0.0	0.0	0.07879	0.003228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02513	0.1867	0.0	0.02552	0.0	0.0	0.02634
TSLP	1.884	1.786	0.41	0.04862	0.03425	0.01456	0.02387	0.0	0.02535	0.6083	0.05231	0.07076	0.08083	0.2739	0.195	0.02041	0.2529	0.2147	0.9086	0.02472	0.004554	0.02632	0.08797	0.0209	0.08461	0.06631	0.1035	0.0	0.06685	0.1949	0.01903	0.1018	0.09922	0.04563	0.12	0.9232	0.5814	0.1177	0.5452	0.2061	0.6495	1.035	0.0	0.02097	0.3946	0.7205	0.07851	0.08082	0.1263	0.06711	0.07997	0.245	0.203	0.3491	0.4785	0.2932	0.03187	0.1284	0.0	0.0	0.0	0.04074	0.0	0.04111	0.0	0.0	0.02011	0.0	0.01954	0.03755	0.007221	0.01598	0.005523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102	0.02552	0.0	0.07731	0.1271
CEMIP	4.809	3.944	2.786	1.087	0.2044	0.4274	0.1111	0.2722	0.2409	2.789	0.5052	0.3465	0.6981	3.276	1.597	0.3293	0.0	0.254	1.328	0.108	0.003037	0.06493	0.6131	0.1687	1.206	0.1755	0.3183	0.4227	0.8403	3.306	3.093	2.749	0.4509	1.654	1.153	0.4748	0.1288	0.2265	0.4851	0.3521	0.06771	0.1791	0.7363	1.301	2.678	0.7512	3.405	1.039	2.317	3.295	2.769	2.108	1.775	1.437	0.1777	1.14	0.4487	0.3743	0.05703	0.1224	0.08016	0.04074	0.1205	0.1579	0.1096	1.465	0.03993	0.0	0.003276	0.008752	0.02867	0.01598	0.04361	0.04011	0.6761	0.6672	0.2385	0.09213	0.2932	0.0861	0.1572	0.0348	1.342	0.1398	0.1022	0.7179
HCAR2	2.999	2.754	1.168	0.2198	0.6197	1.548	0.8216	0.4601	1.058	2.413	1.713	1.095	1.864	0.9129	2.185	0.1371	0.8209	0.7246	0.06865	0.4558	0.03603	0.008828	0.3512	0.0	0.05442	0.001884	0.004284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01639	0.0	0.0	0.0	0.01617	0.0	0.0	0.004839	2.669	2.408	0.5891	0.7264	0.5576	1.371	1.302	0.3006	1.307	0.09213	0.04367	0.0	1.744	0.0	0.0	0.0	0.07731	0.0
POU3F1	1.989	1.598	0.2823	0.04862	0.0896	0.05736	0.06586	0.07639	0.03475	0.5788	0.1063	0.1183	0.01653	0.4063	0.195	0.06037	0.0	0.241	0.8513	0.2405	0.1069	0.02632	0.114	0.05676	0.136	0.05001	0.07116	0.0212	0.05592	0.01298	0.009547	0.04158	0.09182	0.1072	0.01246	0.05516	0.03331	0.0403	0.129	0.0	0.05664	0.02364	0.1585	0.1408	0.0834	0.1091	0.1002	0.05705	0.05187	0.06711	0.01635	0.06385	0.04493	0.09668	0.09841	0.07415	0.0	0.01216	0.6825	0.266	0.5087	0.53	0.3677	0.139	0.183	0.6716	0.2071	0.006449	0.0	0.0	0.01799	0.012	0.01103	0.0	0.01467	0.008544	0.1082	0.481	0.0	0.0861	0.0	0.0348	0.0	0.0	0.0	2.85
KRT6A	3.548	5.399	6.01	1.694	0.5894	0.4667	0.04268	0.03522	0.2409	4.716	0.9959	0.5828	3.404	2.424	1.009	0.0	0.0	0.6723	0.1969	0.2615	0.3119	0.0176	0.02078	0.0	0.4286	0.0	0.1194	0.0	0.0	0.04494	0.0	0.01051	0.007879	0.0	0.02482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08671	0.0	0.6889	0.0	0.0	0.008289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01262	0.0	0.0	0.0	0.0	0.0	0.0
DSG3	1.704	2.798	2.915	0.4759	0.2824	0.1035	0.01913	0.007114	0.1018	2.617	0.2152	0.3579	0.8897	1.016	0.2834	0.06037	0.0	0.07516	0.0	0.0	0.0	0.0	0.01389	0.0	0.0	0.0	0.004284	0.03168	0.0	0.1486	0.0	0.0	0.007879	0.0	0.0	0.0	0.0	0.02699	0.0	0.02924	0.03425	0.0	0.0	0.0	0.04824	0.005653	0.01148	0.0	0.004395	0.005714	0.005472	0.02355	0.0	0.0	0.009667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02079	0.0	0.03216	0.0	0.02011	0.0	0.0	0.0	0.0	0.0	0.005523	0.01733	0.0	0.008544	0.00862	0.0	0.0	0.01262	0.0	0.0	0.0	0.0	0.0	0.0522
FGFBP1	3.392	4.784	4.555	1.825	2.172	1.741	0.2989	0.05595	0.9224	4.731	3.481	2.109	4.453	2.412	1.248	0.1183	0.468	0.5876	0.1342	0.1423	0.07408	0.02197	0.3068	0.1307	1.22	0.3108	1.362	0.0	0.01136	0.05752	0.0	0.0	0.0	0.0	0.02482	0.0	0.0	0.06655	0.0	0.0	0.0	0.0	0.0	0.0	1.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03187	0.07147	0.0	0.07123	0.0	0.0	0.0	0.0207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06495	0.0	0.02552	0.0	0.0	0.0
AKR1B10	0.7753	1.698	0.4954	0.1232	0.2341	0.1569	0.1679	0.02124	0.01273	1.271	0.09924	0.007235	0.7235	0.4802	0.1008	0.0	0.0	0.007695	0.0	0.01241	0.0	0.0	0.003484	0.0	0.0079	0.0	0.0	0.2893	0.0	0.05752	0.0	0.0	0.0	0.0	0.0	0.01862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02432	0.005653	0.0	0.0	0.0	0.0	0.0	0.0	0.005062	0.0	0.004841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1398	0.02623	0.0
GJB3	1.404	2.207	2.241	1.03	0.5185	0.3299	0.2226	0.1933	0.2436	1.893	0.6911	0.5285	1.291	0.7826	0.3668	0.0	0.2529	0.2013	0.03473	0.01241	0.0106	0.008828	0.2551	0.09175	0.35	0.003765	0.05473	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01356	0.0	0.0	0.03425	0.02364	0.0	0.0	0.01221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02623	0.0
SERPINB4	3.009	5.581	7.768	0.4472	0.6122	2.758	0.1679	0.0	0.5556	5.435	5.019	2.446	6.008	1.839	0.9018	0.02041	0.0	1.15	0.03473	0.419	0.0	0.0176	0.0	0.0	0.08461	0.0	0.0	0.0	0.0	0.006506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01151	0.0	0.0	0.0	3.895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRIM7	1.38	2.455	2.51	0.03903	0.2536	0.4702	0.08414	0.02825	0.04098	2.301	1.127	0.3859	1.965	0.4313	0.5202	0.04053	0.0	0.07516	0.06865	0.7055	0.02263	0.0479	0.01389	0.0	0.01576	0.01127	0.1429	0.5227	0.1514	0.0	0.01903	0.0313	0.03126	0.0	0.02482	0.037	0.008399	0.1426	0.2577	0.1672	0.444	0.251	0.01113	0.0	0.01221	0.449	0.1888	0.04903	0.04336	0.1725	0.1209	0.09196	0.2676	0.07311	0.03355	0.0206	0.07329	0.04804	0.02308	0.03605	0.0326	0.02051	0.02079	0.0	0.06362	0.0	0.03993	0.0	0.006544	0.008752	0.1081	0.1232	0.08593	0.0	0.2057	0.1696	0.04259	0.0	0.01471	0.01262	0.03284	0.0348	0.07525	0.0	0.0	0.07761
AKR1C2	3.286	4.535	3.774	1.4	1.154	1.481	0.5231	0.589	1.404	4.7	2.797	2.248	3.7	2.314	0.9566	0.09927	0.0	0.8836	0.1342	0.108	0.003037	0.0176	0.7584	0.8116	0.616	0.02244	0.332	1.573	0.9914	0.5514	0.1456	0.6973	0.4099	0.3153	0.06126	0.2251	0.008399	0.1911	0.1177	0.1136	0.1533	0.02364	0.4478	0.1972	0.6188	0.005653	0.0	0.05705	0.0	0.0	0.0	0.0	0.005062	0.02478	0.08932	0.0807	1.387	0.5431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004839	1.563	1.279	0.1148	0.8783	0.03823	0.9698	0.007352	0.0	0.02571	0.03137	0.01471	0.0	0.03284	0.0	0.0506	0.0	0.07731	0.07761
NTS	3.386	5.317	5.407	0.0	3.322	2.354	0.004806	0.0628	0.9392	5.759	4.124	1.995	4.897	0.948	0.8448	0.8912	0.0	0.1878	0.0	0.07291	0.001519	0.123	0.101	0.0	0.1574	0.0	0.0	0.0	0.0	0.0	0.0	0.04158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08601	0.0	0.0	0.0	0.02097	0.02432	0.0	0.01148	0.0	0.0	0.005714	0.1158	0.24	0.1027	0.009965	0.0	0.1002	5.351	3.12	0.0	0.0	0.0	0.02051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08593	0.0	0.0	0.0	0.0	0.0	0.01471	0.01262	0.0	0.0	0.4019	0.0	0.1976	0.0
