UID	aCap	Adventitial FB	Alveolar FB	Alveolar macrophage	Arteriole	AT1	AT2	B cells	Basal	CD4	CD8/NKT	cDC1	cDC2	Ciliated	Differentiating ciliated	gCap	Inflamed	Inflammatory monocyte	Interstitial macrophage	KRT5-/KRT17+	Lymphatic	Mast	Mesothelial	moDC	Monocyte	Monocyte-derived macrophage	MyoFB	MyoFB - Activated	NK	pDC	Pericyte	Plasma	PLIN2+ FB	PNEC	Proliferating - Epi	Proliferating - Imm	Secretory - SCGB1A1+/MUC5B+	Secretory - SCGB1A1+/SCGB3A2+	Secretory - SCGB3A2+	SMC	Systemic venous	Transitional AT2	Venule
VIT	0	0.325048802	0.00888183	0	0	0	7.16E-05	0	0.008714283	0	0.003849905	0	0	0	0	0	0	0	0.000730538	0	0	0	0.016644627	0	0.000779928	2.94E-05	0	0.027218874	0.011233012	0	0	0	0.07997311	0	0	0.00063946	0	0	0	0	0	0	0
PI16	0.025803803	0.886846729	0.01321775	0	0.060901528	0.000525366	0.000349005	0	0.000249976	0.034142431	0.009736544	0.002009454	7.70E-05	0.000671252	0	0.044075825	0	0.001054189	0.000209952	0.001009484	0.006176251	0	0.004963177	8.35E-05	0.000212774	9.02E-05	0	0.007170002	0	0	0	0	0.241948977	0	0.002574854	0.001230073	0.001065929	0	0.000391194	0	0.000987355	0	0.017342061
MFAP5	0.006144909	1.329679273	0.033336536	0.027756285	0.036122882	0.030731385	0.000213672	0.014624387	0.000348273	0	0.00039754	0.010001361	0.004871129	0.000922354	0	0.007391937	0	0.008700624	0.082197073	0	0.000700436	0.002147853	0.000686352	0.007863046	0.002186197	0.032467203	0.092418396	0.183548139	0.000561388	0.020223246	0	0	0.500270139	0	0	0.008050944	0.000660161	0.002418955	0	0	0.000860816	0	0.001786392
SCARA5	0.000794101	1.332405682	0.315082696	0.000174125	0	0	0.000144925	0	0	0	0.00102825	0	0.000985254	0.000842228	0	0	0	0.000183078	0	0	0	0.000150746	0.015239513	0.001376958	0	0.000576745	0.024006291	0.09598838	0	0.044004425	0.025970266	0.015691348	0.747181825	0	0	0.001872153	0	0.001568023	0	0.015272957	0.000315953	0	0.004846488
GDF10	0	0.218624586	0.331942999	0	0	0	0	0	0	0.00033831	9.89E-05	0	0	0	0	0	0	2.30E-05	0.000203107	0	0.032188943	0	0	0	0	0.000421884	0.264579258	0.026331322	0	0	0.000589209	0	0.101709489	0	0	0.000447069	0	0	0.000673962	0.00564072	0.000292766	0	0
AL031599.1	0	0.052691096	0.158306777	0	0	0	0	0	0	0.002219227	0.000206429	0.015741137	0.000792943	0.002417564	0	0	0	0.000229428	0.000127169	0	0	0.001004525	0	0.001295758	0.000224921	0.00020071	0.02108815	0.011423109	0	0	0.115174707	0	0.026719153	0	0	0.000657025	0	0	0	0.024201074	8.94E-05	0	0
LINC01140	0	0.325388266	0.347963886	0.000496007	0	0	0.000383478	0.000745678	0.001455854	0	0	0	0.003707408	0.005366412	0	0	0	0.001988573	0.029086332	0	0	0.055490323	0.108263334	0.002950526	0.001411983	0.002135297	0.065007301	0.10117829	0.0002777	0.022589682	0.084736998	0	0.126555767	0	0	0.003548991	0.00019751	0	0.001631688	0.002463425	0.001205583	0	0.002388214
BHLHE22	0	0.010999389	0.088017856	0	0	0	0.000189501	0	0	0.000159723	0	0	0	0	0	0	0	8.64E-05	0	0	0	0	0.001342431	0	0	0.000132201	0.015127107	0.03826888	0	0	0.014992741	0	0.031481585	0	0	7.87E-05	0	0	0	0.005361234	0.000381035	0	0
CYP7B1	0.000146774	0.19814102	0.587479816	0.001899735	0.00132844	0.089595969	0.070394026	0	0.114507665	0.044010157	0	0.05886142	0.003910986	0.015378875	0.054334358	0	0	0.008225929	0.003021753	0.200228388	0.008801063	0.18907022	0.063604865	0.0076528	0.004189807	0.002944028	0.062648551	0.247457417	0.001642238	0	0.392718721	0	0.287326641	0	0.109204881	0.012963568	0.088861995	0.080021339	0.060739014	0.120886325	0.024959519	0.131642392	0.002926851
CYGB	0.015709658	0.625581647	0.792752675	0.05616225	0.048053249	0.01358782	0.023992878	0.029003573	0.10905913	0.005136903	0.002754136	0.004285762	0.014622841	0.171513798	0.159824791	0.070550374	0	0.002815587	0.163703835	0.028490329	0.000255504	0.003915958	0.008658602	0.003705216	0.000935411	0.02499146	0.193967436	0.311510192	0.003293759	0.052135453	0.516040877	0.015726605	0.462235986	0	0.026733414	0.009836049	0.003053518	0.007028573	0.01766873	0.009832152	0.155763781	0.038076916	0.062370379
CAMK2N1	0.012626646	0.675823227	0.986059357	0.002059216	0.002917	0.001040862	0.000691648	0.00176412	0.087191558	0.040456029	0.078564959	0	0.000497065	0.000245907	0.011329563	0.006361042	0	0.00265462	0.001253318	0.337121139	0.069266225	0.016395649	0.033230035	0.006341083	0.002105865	0.001461553	0.461917411	0.518364715	0.022376525	0	0.662818217	0.000573665	0.553361236	0.351592669	0.021280594	0.008533052	0.079216465	0.004743424	0.011269527	0.565793503	0.006572643	0.045957922	0.006301979
SLC38A5	0.000544684	0.203736574	0.644089434	0.001080767	0.003040467	0	0.014392842	0.049656563	0.102004009	0.050023914	0.132227361	0	0.01147701	0.002301525	0.039390774	0.00456013	0	0.006000726	0.012519017	0.048075111	0.000281663	0.00601807	0.118868644	0.012321913	0.001396974	0.007766782	0.026280512	0.297444582	0.084953708	0.07166612	0.018210621	0.646401765	0.115142552	0	0.09102517	0.066146802	0.143792393	0.087029967	0.039516462	0	0.015224432	0.025296286	0.003137688
FAT4	0.225451896	0.408622914	0.761898453	0	0.364805231	0.100403135	0.015867104	0	0.014925736	0.002219227	0.005318528	0	0.000200856	0.000734452	0.002051335	0.276674509	0.704149597	0.000363894	0	0.046608375	0.147301732	0.00109372	0.088731983	0.000312997	0.000207488	0.000309156	0.438032993	0.389428708	0.004375575	0	0.022004961	0.000656249	0.163416775	0.032095579	0.007045682	0.001898784	0.000643363	0.00088428	0.01461655	0.05766463	0.18150953	0.101221345	0.223514155
EPHA3	0.000883169	0.316931758	0.458923311	0	0	0	0	0.000897761	0.002105722	0	0	0	0	0.000556154	0.000633894	0	0	8.80E-05	9.44E-05	0	0.001868154	0	0.000128774	0.000185141	0.000411549	6.03E-05	0.140504625	0.235341729	0	0	0.259130466	0	0.056583315	0	0	0	0.000298683	0.000415133	0.001069931	0.085954734	0.000353278	0.003530832	0.000120453
CORIN	0	0.031780886	0.208551306	0.001090579	0.002261767	0.000438699	0.057026218	0	0	0	0	0	0	0	0	0	0	0.000341549	0.000129756	0	0	0	0.000186743	0.000140874	0.000260814	0.000217479	0.055744904	0.120426846	0	0	0.005045329	0	0.020323066	0	0.024630931	0.000106761	0.000998835	0.000240301	0.016918193	0.004774398	2.61E-05	0	0.013131888
ADAMTS8	0.000431822	0.057447344	0.36555007	0	0	0.000851784	3.37E-05	0	0.000895557	0	0	0	0	0.029592229	0.024069362	0	0	0.000298238	5.82E-05	0.003442546	0	0	0.015988111	0.000495638	9.92E-05	0.000117748	0.256533929	0.045082506	0	0	0.072250784	0.000573665	0.06173573	0	0.00881005	0	0	0	9.99E-05	0.291597966	0	0	0.000580065
SLIT2	0.000850364	0.646483448	0.67087952	0.001417414	0.003009535	0.000547349	0.022738908	0	0.015817505	0.002663287	0	0	0.001305497	0.053559947	0.045680169	0	0	0.000152752	6.60E-05	0.014377178	0.012344361	0	0.239264286	0.004671317	0.000210708	0.000406621	0.332988828	0.360597849	0	0	0.042822436	0.003849048	0.393526784	0	0.017744012	0.003362481	0.017269787	0.004167199	0.009614414	0.100718344	0.003823249	0.009999701	0.007118977
MMP2	0.041882062	2.081865381	2.248952752	0.018389205	0.243125238	0.003064888	0.006103659	0.022848512	0.167219043	0.020045449	0.002375607	0.010650908	0.019452346	0.003940474	0.00393835	0.006826625	0	0.028895504	0.132782905	0.328561453	0.259730302	0.025682424	0.214570335	0.0954611	0.004780626	0.062057585	1.378041933	2.304786016	0.003113435	0.009891061	0.21988329	0	1.808808785	0.02228115	0.008983467	0.060600157	0.004895884	0.000685838	0.018855763	0.085732387	0.092248349	0.029842223	0.042111454
CLMP	0.000145117	0.53629765	0.704387825	0.000280121	0.000201944	0	0.041062874	0	0.000692359	0.004714141	0.005348906	0	0.000517647	0.001583643	0.002393937	0	0	0.000485645	0.002085915	0	0	0.001662001	0.123622853	0.001278796	0.002988493	0.001221425	0.193517192	0.637813534	0	0	0.013420208	0.007872738	0.596726528	0	0.022851887	0.002327331	0.001307478	0.00093827	0.000818953	0.00088956	0.00045146	0.000637599	0.00040871
MYH10	0.013904056	0.538825447	1.253279275	0.000698052	0.092201415	0.068618028	0.068773893	0	0.160311346	0.010349521	0.001181603	0.0141154	0.000556082	0.2008743	0.239325889	0	0	0.002793315	0.000920681	0.252911637	0.466216616	0.008909044	0.70034587	0.004454666	0.002151315	0.002154262	1.0121658	0.688946831	0	0.01132708	0.138762762	0.023799011	0.450031217	0.095032038	0.238669897	0.010980035	0.101233341	0.172856252	0.140102625	0.734557192	0.157742311	0.097445235	0.095985285
ABCA6	0.006535485	0.985325264	0.96321106	0.005921415	0.0136776	0.001936204	0.005251276	0.039192513	0.005622338	0.001021191	0.001208751	0.151400501	0.162232966	0.028729544	0.01287666	0	0	0.038985736	0.010165286	0	0.038698092	0.012224299	0.14664003	0.148523563	0.00347111	0.016177826	0.17199324	0.239510746	0	0.107703894	0.057299576	0.010108459	0.619658049	0	0.001322325	0.033482009	0.00814462	0.004735836	0.014836868	0.004383458	0.004772308	0.010428444	0.010679457
UNC5C	0	0.215129328	0.425685661	0.000232062	0	0	0.00018794	0	0.015017148	0.002447138	0.000110596	0	0.000735427	0.000794136	0.002382985	0	0	0.000599825	0.001074327	0.019628865	0.001163295	0.000463859	0.022867014	0.000177969	0.000391959	0.000345622	0.119797324	0.299612912	0	0	0.204858324	0	0.110032995	0	0.004234447	0.000477164	0.013290523	0.008627359	0.002031399	0.21124525	0.002009645	0	0.001052656
LUM	0.005438695	2.430756856	2.663821412	0.005442602	0.007440398	0.004404626	0.007046533	0.008527501	0.031735171	0.029434768	0.006455888	0.015340358	0.005447215	0.004991935	0.001805122	0	0	0.007035615	0.004075038	0.007748324	0.006418535	0.015326068	0.040071416	0.015389455	0.006630377	0.007632107	1.787778303	2.476008339	0.009080414	0.007122894	0.640608878	0	1.964571432	0	0.009116473	0.003690361	0.00505683	0.011139568	0.007010301	0.1005707	0.007810798	0.024867999	0.006921404
HSD11B1	0	0.443428803	0.540832566	0.011168152	0	0	7.54E-05	0	0.000121959	0.002011589	0.003572396	0.048051172	0.001640874	0	0.000840864	0	0	0.008032026	0.232703554	0	0	0.000452875	0	0.017961164	0.000446541	0.021202938	0.271553351	0.096311651	0	0	0.081845393	0.001723596	0.089581733	0	0	0.015027664	0	0	0	0.002580815	0.000279619	0	0
COL13A1	0.004490439	0.095076565	0.389860795	0.000176774	0.00790337	0	0.005045568	0	0.002787137	0	0	0.004210464	0.000918261	0	0.003394659	0	0	0.000666784	0.002980571	0.045859582	0.002403002	0.170783577	0.001898209	0.000876792	0.000187384	0.000267245	0.12092202	0.1859738	0.036615142	0	0.052755474	0	0.054225165	0	0.004742956	0.001274196	0.005285295	0.000871405	0.024046776	0.044236858	0.025060627	0.005043204	0.018944548
COL6A3	0.052747819	1.679624026	2.389161986	0.048670879	0.024248378	0.039296572	0.073368238	0.024913348	0.084604802	0.029466966	0.038260354	0.035568784	0.061650644	0.05970167	0.073771206	0.019909047	0	0.052073651	0.115363877	0.049112131	0.031070691	0.053069736	0.067455698	0.04386368	0.042652861	0.082798807	1.057903226	2.35105024	0.009188331	0.01457515	1.239058514	0.12538898	1.62473529	0	0.073479553	0.069739669	0.050352664	0.041982869	0.062716841	0.124123636	0.06902444	0.052474725	0.023983426
LAMA2	0.003564074	1.472691388	1.561920112	0.001625931	0.009389436	0	0.001474086	0.008076548	0.002556647	0.01116035	0.003700374	0	0.003083481	0.053686503	0.015358597	0	0	0.003091646	0.004101686	0.018151896	0	0.000674783	0.004019561	0.001059285	0.002957463	0.002838606	0.762300921	0.966427733	0.007061602	0	0.373490313	0.001723596	0.916438764	0	0.021687105	0.011379947	0.002486067	0.001662696	0.00143767	0.011535425	0.00340462	0.003585546	0.002552583
EMILIN1	0.005737575	0.761924364	1.433626303	0.006546502	0.003294651	0.014228454	0.001922001	0	0.001941902	0	0.000646107	0.006830342	0.011529367	0.001984264	0	0	0	0.009359176	0.101414885	0.001747321	0.247674921	0.02381878	0.229658986	0.026752718	0.009382007	0.016708976	0.720611438	1.300144887	0.000794165	0.057471595	0.2349849	0.009797419	0.966779522	0	0.002549048	0.029413635	0.000618185	0.000834674	0.000727762	0.516123815	0.001506802	0.005239433	0.005083956
HMCN1	0.056633843	0.526601091	1.172622197	0.001431932	0.204382125	0.01425635	0.087508244	0.002558402	0.203542414	0.011187968	0.003368138	0	0.001074893	0.001379639	0.0574621	0.03346866	0	0.00075782	0.000321656	0.035412801	0.16661436	0.000923605	0.01158386	0.000888265	0.001234474	0.001853339	0.660482197	0.885165813	0	0	0.072664816	0.002064612	0.233939721	0	0.111656147	0.006059857	0.043485941	0.156292915	0.26090484	0.325519812	0.03244759	0.195371576	0.057187809
AC093772.1	0	0.049751157	0.13904006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122474	0	0	0.001207186	0	0.00051795	0	0	0.000121169	0	0.008963759	0	0	0.000430647	0	0.006784423	0	0	0	0	0	0	0.000478932	0	0	0
LINC01936	0.006171063	0.082130271	0.205462202	0	0.003420191	0.001480648	0	0	0.000871391	0	0	0	0	0	0	0	0	7.27E-05	0.000267981	0	0	0	0	8.95E-05	0.000164318	0.000250307	0.028559938	0.049630023	0	0	0	0	0.035567772	0	0	0.000121286	0	0	0.000361724	0.009365879	0.001381737	0	0.001252666
TCF21	0.011040224	1.014149416	1.438550315	0.000219921	0	0.002506074	0.000821281	0.002558402	0.000628276	0.003842863	0.000532897	0.003314508	0.000305893	0.001795974	0	0	0	0.001670735	0.000254216	0	0.001741635	0	0.12242347	0.012694395	0.001271973	0.00166202	0.181597154	0.429678729	0.001801638	0.01938552	1.04658677	0.012994145	0.376452912	0	0.002124495	0.001063666	0.001397618	0.000228192	0.000765746	0.712821435	0.001124358	0	0
HGF	0.019989481	0.499401689	1.032506738	0.004272618	0.002296368	0	0.000776173	0.00062128	0.000328459	0.002686099	0.00386866	0.009346359	0.019941986	0.000791809	0.001910676	0	0	0.13006848	0.107950597	0.002070657	0.070705903	0.044644879	0.026983086	0.122488019	0.078153909	0.073729313	0.184195438	0.355117264	0.000224586	0	0.679850201	0.018756429	0.488029438	0.263090758	0.002131965	0.034495553	0.000456619	0.005225625	0.001165376	0.131409589	0.009563178	0	0.019458954
ITIH5	0.094791138	0.690112361	1.094652906	0.131955494	0.042595967	0.00503232	0.001581969	0	0.059882339	0.004939413	0.00042263	0.001900146	0.000760412	0.000377892	0.007859984	0.129755846	0.122525585	0.000785773	0.007778601	0.064443078	0.097514089	0.007691904	0.172066495	0.001625974	0.000691169	0.027335086	0.297467938	0.377763467	0	0	0.256677324	0.000582128	0.491598272	0.285593827	0.012440434	0.010121943	0.001733975	0.001167442	0.024973557	0.345548919	0.10227967	0.066744621	0.026800349
PLPPR4	0.010345735	0.086645082	0.483535305	0	0.015482147	0	0	0	0	0.005208516	0	0	0.000781894	0.000717453	0	0	0	0.001749331	0	0	0	0	0.041890867	0	0.000503935	0.000278957	0.125177845	0.142957551	0	0	0.385342613	0	0.013900239	0	0	0	0	0.002259132	0.000215886	0.019264868	0.004552459	0	0.000102962
PLEKHH2	0.004409938	0.486924862	1.09749176	0.003758424	0.001350028	0.376278156	0.099785506	0.010046283	0.127006757	0.00045356	0.005642453	0	0.000608963	0.07989189	0.141854225	0.025087937	0	0.001256176	0.000699015	0.164796733	0.012926552	0.002815309	0.214054054	0.000419326	0.001514147	0.000799586	0.50241518	0.453795395	0.000533546	0	0.366069102	0	0.191016793	0.082014606	0.130447992	0.00587025	0.179770619	0.13775791	0.168090945	0.268283371	0.008906392	0.145421802	0.001281574
MEOX2	0.000233529	0.321093372	0.583734671	0.001783652	0.011709172	0	0.000195513	0	0.000491074	0.000193943	0.000205745	0	0.000162472	0.00031808	0	0	0	0.000278212	0.000569412	0	0.002647174	0	0.20139139	0.001527698	0	0.000119726	0.050104116	0.192869329	0	0.020223246	0.219877181	0	0.090045078	0	0.008175916	0	0.000781002	0	0.000444361	0.155180503	0.133201724	0	0.040495998
COL6A6	0.000279261	0.096124864	0.372965362	0	0	0	0.000227762	0	0	0.00020498	0	0	0	8.65E-05	0	0	0	0.000180013	0.000225902	0	0	0.000315344	0.05209366	0	0.000298155	0.000264163	0.03146693	0.041288833	0.00147885	0	0.034286824	0	0.222579215	0	0	0	0	0	0.000113254	0.042924496	0	0	0
TDO2	0	0.017685906	0.413397615	0.004651877	0	0	0.000668646	0.000705722	0	0.000206619	0	0	0.002042837	0.002094256	0.006600794	0	0	0.000224055	0.001215078	0	0	0.001633076	0.026438179	0	0.000754391	0.008455031	0	0.194847139	0	0	0.212120435	0.000760906	0.061680852	0	0	0.000365572	0	0	0.000169259	0.00705989	2.54E-05	0.003353345	0
MAMDC2	0.009670926	0.804675619	1.099152719	0.002070714	0	0.000485803	0.000464231	0	0.009278015	0.000493595	0	0	0.000844989	0.006038842	0	0	0	0.00688467	0.009513661	0.022080544	0.000213002	0.001004525	0.07716227	0.115525561	0.000750187	0.014864522	0.602978384	0.338393625	0.001157175	0.003992162	0.077467966	0	0.360952803	0.071983782	0.004070222	0.016472783	0	0	0.003404801	0.119633394	0.000954142	0.015535654	0.019029222
NCAM2	0.000203475	0.127134555	0.364597678	0.000585093	0.008063639	0	0.026475102	0	0.008106638	0	0	0	0.002024462	0.001896121	0.009431949	0	0	0.000874095	0.002295999	0.005995272	0.006586279	0.003289349	0.064696821	0.00509888	8.85E-05	0.00081719	0.006408474	0.069225458	0.000271391	0	0.008257228	0	0.098520878	0.047601676	0.002616561	0.001642264	0.002436549	0.007291829	0.014622997	0.002270168	0.001714088	0.033317188	0.000950689
SPON1	0	0.997265671	1.574137536	0.000450973	0.007403826	0.000659731	0.005313331	0.00451419	0.000849404	0.017700088	0.001061545	0.003746224	0.001872845	0.001577096	0.000552093	0	0	0.002493844	0.001324744	0.001747321	0	0.002666773	0.150801572	0.004769481	0.000751353	0.000826329	0.813416308	1.296794016	0	0	0.099813269	0.000617967	0.746095755	0	0.0046527	0.001800335	0.0314534	0.00208103	0.006104134	0.188772507	0.017363748	0	0.011543796
HMGCLL1	0	0.033116729	0.258041585	0.001807667	0.000413343	0.020772446	0.006902403	0	0.006785921	0	0	0	0	5.87E-05	0	0	0	7.06E-05	0	0.007859958	0.000191362	0	0.008097064	0	0	9.83E-05	0	0.04286259	0	0	0.08117615	0	0.019694294	0.076069075	0	0	0	0.000770473	0.001194784	0.0058695	0.031951674	0	0.031462441
COL6A5	0	0.009088779	0.272776017	0	0	0	0	0	0.001089698	0	0	0	0	0	0.000438559	0	0	8.29E-05	0.000119516	0	0	0	0	9.33E-05	0	0.000260492	0	0.098620007	0	0	0.082915332	0	0.002150447	0	0	0.000319437	0.000245638	0.000386986	0	0	0.000198208	0	0
CDH11	0.012388886	0.607545948	1.699120008	0.000796911	0.066755629	0.010840324	0.035341352	0.034363859	0.07315989	0.002649704	0.000422506	0	7.28E-05	0.002388411	0.070822431	0.010678022	0	0.001189765	0.001459809	0.081673659	0.052679507	0.001562093	0.47716383	0.001575087	0.000931665	0.001333537	0.480140205	1.517888243	0.007691752	0	0.143774782	0.006808155	0.589797594	0	0.024502399	0.00098461	0.199827386	0.095268746	0.086331532	0.20766627	0.114745064	0.036409198	0.379313241
MUSK	0	0.050734565	0.130794117	0	0	0	0	0	0	0	0	0	0.000164306	0.000124064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004765288	0	0	0	0	0.009247198	0.032095579	0	0	0	0.000948647	0	0	0.000233012	0	0
RSPO2	0	0.01061378	0.117677663	0	0	0	1.73E-05	0	0	0	0	0.001381903	0	0	0	0	0	0.000133392	0.00022408	0	0	0.000256627	0.000215786	0.000205663	0.000835575	2.71E-05	0	0.003795355	0	0	0	0	0	0	0	0.000129793	0	0	0	0	9.53E-05	0	0.000889007
LSAMP	0.010075182	0.444270119	0.988045476	0.159102921	0.003621975	0.000513457	0.000231665	0.006152122	0.000894935	0.001179517	0	0	0.000712823	0.00033689	0	0	0	0.001598703	0.002340379	0.019493702	0	0.001486456	0.575841827	0.001033539	0.000921347	0.028825239	0.049591521	0.464663911	0	0.002876669	0.01112856	0.015979374	0.39930581	0.045122054	0	0.013924599	0.001253918	0	0.001090303	0	0.000103267	0	0.000468065
NKD2	8.77E-05	0.259907796	0.574864283	0.000128716	0.007136812	0	0.001867916	0	0.003994703	0	0.000577129	0	0	0.004519775	0.008618151	0	0	0.000296082	0	0	0.004457058	0	0.021516088	0.002209482	0.00014677	0.000195207	0.007034572	0.330938145	0.000243884	0.040562402	0.007410363	0	0.156700393	0	0.001463662	0	0.000425546	0	0.00019667	0	0.002464	0.005604155	0.001715004
PIEZO2	0.002063481	0.218570857	0.74627287	0	0.006414212	0	0.000130426	0	0.000999817	0.002830548	0	0.072401132	0.000376623	0.043675808	0.022979898	0	0	0.00022399	0.000230456	0.012400248	0.263724746	0.003355074	0.221940838	0.000527787	0.0001003	0.000387527	0	0.332342759	0	0	0.023876812	0	0.154162008	0.196672744	0.005130804	0	0.004860348	0.015720222	0.007523607	0	0.005443365	0	0.000191037
ITGA8	0.000463077	0.255555564	1.215373322	0.000618271	0.00365336	0.000489278	5.25E-05	0.000334354	0.000113563	0.000177813	0.000802134	0	0	0.002976921	0.000665413	0	0	0.001856504	0	0.001017592	0.020424782	0.000150746	0	0.000217472	0.000301283	0.000420806	0.271594838	0.566554257	0	0	0.15451367	0.35428532	0.092639515	0	0	0	0.000132484	0	0.000143852	0.759452237	0.023451129	0	0.014851773
